name,latitude,longitude,verification_score
Guu Original Thurlow,49.2839786648,-123.1255679786,"matched: 97.0, ['Guu Original Thurlow', (49.2840032, -123.1254481)]"
Eat! Vancouver,49.276585,-123.1116581,not matched
Vancouver Veterinary Hospital,49.2486737,-123.0722466,"partially matched: 79.43, ['Vancouver Veterinarian', (49.2486436, -123.0721879)]"
Vallarta's Mexican Restaurant,49.2623059898,-123.044646027,"matched: 97.9, [""Vallarta's Mexican Restaurant"", (49.2622786, -123.0447248)]"
Beau Photo Supplies,49.264651,-123.136452,"not matched: 33.7, ['Mixxbao Taiwanese Fusion', (49.2643738, -123.1367483)]"
Bibis Kitchen,49.2717303,-123.095143,"matched: 93.86, [""Bibi's Kitchen"", (49.2717729, -123.0951169)]"
IHOP,49.1644718,-123.1360762,"matched: 97.9, ['IHOP', (49.1644702, -123.1361623)]"
ProRIDE Motorcycle Training,49.3077146,-123.0327686,"not matched: 30.69, ['Tour de Feast', (49.3073887, -123.0322149)]"
Jassal Chiropractic,49.263169,-123.1255685,"not matched: 44.3, ['YuShang Hot Pot', (49.263187, -123.1252458)]"
Pho North Van,49.3210778852,-123.0710322663,"partially matched: 78.65, ['Pho North Vancouver', (49.321125, -123.0710738)]"
The Vancouver Pen Shop,49.2841501,-123.1123564,"not matched: 43.69, ['Blenz Coffee', (49.2840267, -123.1122692)]"
Cioffi's Meat Market & Deli,49.2809006,-123.012598,"not matched: 45.12, ['Osaka Sushi', (49.2809202, -123.0127125)]"
The Deli Vancouver,49.28529,-123.121315,"not matched: 33.13, ['Victoria Chinese Restaurant', (49.2856601, -123.1210867)]"
City Centre Aquatic Complex,49.2855598,-122.7940004,not matched
Boston Pizza,49.133073,-123.09557,"matched: 97.6, ['Boston Pizza', (49.1330103, -123.0955358)]"
Lonsdale Pharmacy,49.3226263,-123.0727262,"partially matched: 58.58, ['Lonsdale East', (49.3224466, -123.0720341)]"
Callister Brewing,49.2821783,-123.0761787,"partially matched: 72.57, ['Callister Tasting Room', (49.2821452, -123.0762115)]"
Nori Bento & Udon,49.2662269,-123.247443,"partially matched: 60.73, ['Nori', (49.2662407, -123.247515)]"
The Gluten Free Epicurean,49.2573055,-123.0905028,"not matched: 47.79, [""The Lion's Den Cafe"", (49.2573114, -123.0899924)]"
Bella Gelateria,49.2877932331,-123.1164547731,"matched: 94.3, ['Bella Gelateria', (49.2878268, -123.1162114)]"
Stanley Nails Spa,49.218146788,-122.956430912,"not matched: 30.76, ['Starbucks', (49.2186088, -122.9564849)]"
Metropolis Comics and Toys,49.2281931,-122.9981207,"not matched: 42.67, ['Oak Dental', (49.2282018, -122.9981958)]"
Anytime Fitness,49.2143178,-122.9891499,"not matched: 27.99, ['Subway', (49.214159, -122.9890244)]"
Square One Insurance Services,49.2819007,-123.1180043,"not matched: 37.34, ['West Georgia', (49.2820869, -123.118168)]"
The Deluxe Chinese Restaurant,49.1827557257,-123.1360130377,"matched: 95.5, ['The Deluxe Chinese Restaurant', (49.1827308, -123.136203)]"
Viet House,49.254615638,-123.1149923801,"matched: 98.8, ['Viet House', (49.2546275, -123.1149411)]"
Puriin Spa,49.2879707,-123.1204422,"not matched: 37.3, ['Showcase Restaurant & Bar', (49.2879048, -123.1200971)]"
Cafe Villaggio,49.2912178,-123.1278739,"not matched: 30.25, [""Cardero's"", (49.2915693, -123.1275164)]"
Futian Dumpling Restaurant,49.2316403,-123.0296786,"partially matched: 59.47, ['Kuan Zhai Road Restaurant', (49.2317717, -123.0300412)]"
Starbucks,49.2846202229,-123.1246375721,"matched: 98.8, ['Starbucks', (49.2846042, -123.124593)]"
Hot Delivery Chinese Food,49.2586971,-123.1149428,"not matched: 43.64, ['The Firewood Café', (49.258542, -123.1149181)]"
Wang Ji Restaurant Cafe,49.154142,-123.124236,"matched: 86.65, ['Wang Ji Restaurant', (49.1541434, -123.1243481)]"
Yes Cycle,49.292437,-123.1342964,"not matched: 31.87, ['Ciao Bella Restaurant', (49.2922345, -123.1346714)]"
Starbucks,49.1921868036,-123.0836981461,"matched: 98.8, ['Starbucks', (49.1921658, -123.0837309)]"
Super Host Cleaners,49.2807165,-123.1090184,"not matched: 28.94, ['Brothers', (49.2800297, -123.108659)]"
Nunu's Sandwich Bar,49.2637785,-123.1390622,"partially matched: 70.02, [""Kathy's Sandwich House"", (49.2637512, -123.1390292)]"
Firehall Arts Centre,49.2820394,-123.0979146,"matched: 98.8, ['Firehall Arts Centre', (49.2820693, -123.0979109)]"
Koffie,49.2871123,-123.1193305,"not matched: 28.57, ['Blenz Coffee', (49.2870382, -123.1181012)]"
Tranquility Organic Spa,49.2761603,-123.1194929,"not matched: 38.25, ['The Greek by Anatoli', (49.2762885, -123.119756)]"
Pure Integrative Pharmacy,49.2520293,-123.127285,"not matched: 32.24, ['Pallet Coffee Roasters', (49.2515901, -123.1272753)]"
Ellis Moving & Storage,49.3031432,-123.0306312,not matched
Asia Market,49.206033,-123.0999764,not matched
Choice Flowers,49.285408,-123.121563,"not matched: 36.34, ['Victoria Chinese Restaurant', (49.2856601, -123.1210867)]"
The Stable House Bistro,49.2597322721,-123.1402071854,"partially matched: 78.7, ['The Stable House Bistro', (49.2597361, -123.1392318)]"
Premier Brow Bar,49.2794112115,-122.7992263064,"not matched: 32.1, [""Ricky's Bar & Grill"", (49.2798592, -122.7997004)]"
Sapperton District Taphouse,49.22896466,-122.8930928931,"not matched: 32.19, ['Starbucks', (49.2286146, -122.893023)]"
Poirier Sport & Leisure Complex,49.2548612611,-122.8457040905,not matched
Antique Alley - Antique Collectables & Movie Props,49.2027003,-122.9075737,"not matched: 35.34, ['Hive Cafe', (49.2025764, -122.9077698)]"
Good Guys Heating Cooling & Plumbing,49.148306,-122.860008,not matched
McDonald's,49.20607,-123.1255132,"matched: 99.7, [""McDonald's"", (49.2060719, -123.125509)]"
Milestones,49.2783264,-122.8096052,not matched
Johnston's Driving School,49.2048764,-123.1344345,"not matched: 16.82, ['Oriole Cafe', (49.204059, -123.1342853)]"
JINYA Ramen Bar,49.2803151507,-123.1179336471,"matched: 99.4, ['Jinya Ramen Bar', (49.2803076, -123.1179254)]"
La Ruota Pizzeria,49.282258,-122.796297,"not matched: 38.14, ['Urban Gate Bar and Grill', (49.2818962, -122.7963804)]"
Rex Dog Hotel + Spa,49.2702859,-123.0872582,"not matched: 12.51, ['Starbucks', (49.2709784, -123.087674)]"
Safeway,49.280299,-122.9677751,"not matched: 30.24, ['Starbucks', (49.2799214, -122.9682102)]"
Cattle Cafe,49.2271865,-122.9949401,"matched: 99.4, ['Cattle Cafe', (49.2271784, -122.994952)]"
Casa Dolce Gelato & Chocolate,49.282373,-122.826595,"not matched: 42.76, [""Gallagher's Cafe"", (49.2824201, -122.8263395)]"
Village Sushi Bar,49.1186778,-123.1585621,"matched: 85.77, ['Village Sushi', (49.1187323, -123.1586368)]"
CMO Flooring,49.2405411,-123.0376651,not matched
Main Street Honey Shoppe,49.248431431,-123.1012380123,"not matched: 48.29, ['Yum Sweet Shop', (49.2481556, -123.1008994)]"
CC Violin Patisserie & Cafe,49.3284106,-123.1582144,"not matched: 46.21, ['Chef Hung Taiwanese Noodle', (49.3283331, -123.1581623)]"
JJ Bean Coffee Roasters,49.3084260364,-123.0420816066,"matched: 99.4, ['JJ Bean Coffee Roasters', (49.3084237, -123.042059)]"
Burnaby Artisan Farmers' Market,49.2433532,-122.9724922,"matched: 87.4, [""Burnaby Artisan Farmers' Market"", (49.2434955, -122.9730161)]"
Liberty Bakery,49.2519157,-123.1012221,"matched: 98.5, ['Liberty Bakery', (49.25193, -123.1011606)]"
Michael Hill,49.2516736,-122.8961055,"not matched: 32.04, ['Big Orange', (49.2515309, -122.8957313)]"
Anytime Fitness,49.2493626217,-123.0750194012,"not matched: 30.84, ['Ashiana Tandoori', (49.2492671, -123.074497)]"
Altis Professional Reruitment,49.2861721,-123.1169025,"not matched: 41.05, ['The Butcher & Bullock', (49.2861746, -123.1169768)]"
Purdys Chocolatier,49.2346121,-123.1574849,"not matched: 37.42, ['Bean Brothers Cafe Bistro', (49.2347042, -123.157248)]"
Anthony's Optical,49.2294464,-123.0044077,"not matched: 38.14, ['Cm Dental', (49.2295298, -123.003985)]"
Kidsbooks,49.2641436,-123.1636067,"not matched: 32.01, ['Uno Gelato', (49.2641849, -123.163688)]"
Perfectly Polished,49.1260608,-123.1837651,"not matched: 37.95, ['Empower Physiotherapy Clinic', (49.1261406, -123.1833408)]"
Baker One Cafe,49.1838016,-123.1344071,"not matched: 32.73, [""Fisherman's Terrace Seafood Restaurant"", (49.183412, -123.1341756)]"
Denny's Farm Market,49.2120543,-122.9221507,"not matched: 32.61, ['Hi Dozo Sushi', (49.2121752, -122.9218505)]"
T-Fresh,49.1789522,-123.131398,"matched: 98.8, ['T-Fresh', (49.1789742, -123.1313554)]"
Jugo Juice,49.2849413,-123.1247761,"matched: 96.7, ['Jugo Juice', (49.2848635, -123.124863)]"
La Baguette et Compagnie,49.280445,-123.1315288,"matched: 98.8, ['La Baguette et Compagnie', (49.280456, -123.131581)]"
Moon Sushi Japanese Restaurant,49.2473027041,-123.185608613,"partially matched: 62.23, ['Moon Sushi', (49.2473597, -123.1853955)]"
Thai Pudpong,49.3280137,-123.1560637,"not matched: 28.21, ['Ginger & Soy Chinese Cuisine', (49.3283827, -123.1562592)]"
Poke.M,49.2816563938,-123.1075294711,"not matched: 37.88, ['Noodle Box', (49.2819445, -123.107631)]"
Safeway,49.2626119,-122.8878356,not matched
Aleph Eatery,49.2848444,-123.0659332,"matched: 99.4, ['Aleph Eatery', (49.2848592, -123.0659373)]"
Emma Lea Farms,49.0883789,-123.1471779,not matched
Cuppajoe Coffee,49.206593,-123.099087,not matched
Mayfair Lakes Golf and Country Club,49.1740629,-123.0466711,not matched
A&W,49.281264,-122.999967,"matched: 97.0, ['A&W', (49.2812021, -122.9998854)]"
Thai Express,49.2846088,-123.1122151,"not matched: 36.28, ['Tim Hortons', (49.2850471, -123.112065)]"
Excellence Auto Glass,49.24455,-122.891862,"not matched: 23.88, ['WINGS Tap and Grill', (49.2451974, -122.8921762)]"
Starlight Sports Bar,49.1863035,-122.9561838,"not matched: 47.05, ['Red Bar', (49.1862792, -122.9565359)]"
Blenz Coffee,49.2796167,-123.1230881,"matched: 94.0, ['Blenz Coffee', (49.2794465, -123.1230178)]"
Bean Around the World Coffees,49.3328779,-123.0892114,"not matched: 27.73, ['Westview Fresh Pizza', (49.3331014, -123.0885282)]"
Osaka Sushi,49.2485294098,-123.1258095484,"matched: 95.8, ['Osaka Sushi', (49.2485254, -123.1256302)]"
Lotus Pho Restaurant,49.1834396,-123.0922447,"partially matched: 61.45, ['Lotus', (49.1834585, -123.092175)]"
Döner Stop,49.2793908702,-123.1223258749,"not matched: 39.16, ['Hungry Guys', (49.2792876, -123.1226649)]"
Happy Buddha Tattoo,49.204101,-122.906202,"not matched: 33.36, ['Guardian', (49.2041093, -122.905792)]"
Sushi Van,49.2629632,-123.1383187,"matched: 98.5, ['Sushi Van', (49.2630031, -123.138347)]"
Mr Mustache Bubble Tea,49.2125070605,-123.1406185289,"matched: 96.37, ['Mr. Mustache Bubble Tea', (49.2124748, -123.1406438)]"
UNIQLO,49.225957,-122.99923,"not matched: 30.43, ['Little Monk Pretzels', (49.2256833, -122.999253)]"
Pinky's Hair & Skin Care,49.1633749325,-123.1360567734,"not matched: 41.98, ['Pokey Okey', (49.1633761, -123.1359431)]"
Canadian Blood Services,49.24335,-123.1267044,not matched
Rokko Sarees & Fabrics,49.2281521,-123.091032,"not matched: 34.57, ['Ho Yuen Kee Restaurant', (49.2279638, -123.090488)]"
Tilesense,49.2343287,-122.8720527,not matched
Lion Hot Pot,49.3239258742,-123.1123654067,"matched: 91.9, ['Lion Hot Pot', (49.3241041, -123.1121169)]"
The Morrissey Pub,49.2769058,-123.1268211,"matched: 87.57, ['The Morrissey', (49.2768995, -123.126856)]"
Barcelona Tapas & Wine Bar,49.3794084,-123.3353143,"matched: 81.71, ['Barcelona Tapas Bar', (49.3795435, -123.3354044)]"
Plenty,49.2259188,-123.0026627,"not matched: 37.66, ['Chipotle', (49.2260065, -123.0023569)]"
Phnom Penh,49.278431,-123.098205,"partially matched: 72.53, ['Phnom Penh Restaurant', (49.2783793, -123.098194)]"
Maple Leaf Self Storage,49.2840301,-123.0711045,not matched
Minit-Tune & Brake Auto Centres,49.2672048,-123.1359995,"not matched: 25.61, ['Innocent Coffee', (49.266587, -123.135408)]"
Donair Town,49.2487301,-122.8631782,"not matched: 40.03, ['Coffee & Vanilla', (49.2488267, -122.863287)]"
Harvest Community Foods,49.2777428,-123.0981522,"matched: 98.2, ['Harvest Community Foods', (49.2777456, -123.0980833)]"
Ball Breakers Billiards & Bistro,49.272717,-122.7556873,"matched: 95.5, ['Ball Breakers Billiards & Bistro', (49.2725927, -122.7556417)]"
Sole Spa,49.2581006,-123.1146845,"not matched: 40.56, ['Shiro Japanese Restaurant', (49.257888, -123.114594)]"
New Sun Restaurant,49.2592641,-123.1152031,"not matched: 28.18, ['Tropika', (49.2589022, -123.1152483)]"
Mr Red Cafe,49.281317,-123.060882,"matched: 98.5, ['Mr Red Cafe', (49.2813568, -123.0608557)]"
Glow Acupuncture & Wellness Centre,49.2770208,-123.1200688,"not matched: 42.13, ['Shoppers Drug Mart', (49.277078, -123.120121)]"
Mali Thai Restaurant,49.2608474,-123.1009635,"partially matched: 66.68, ['Mali Thai Food', (49.2607875, -123.1008067)]"
Citybase Management,49.204295,-123.133607,"not matched: 30.45, ['Oriole Cafe', (49.204059, -123.1342853)]"
Yagoto Sushi Dining,49.2637935896,-123.1542200159,"matched: 89.2, ['Yagoto Sushi Dining', (49.2637118, -123.1546883)]"
Magicuts,49.264047,-123.177059,"not matched: 35.76, ['Snowcap Creamery and Cafe', (49.264056, -123.1772347)]"
Guildford Town Centre,49.1916083,-122.8039598,not matched
2nd Look Day Spa,49.279622,-122.798499,"not matched: 42.13, [""McDonald's"", (49.2797002, -122.7988456)]"
Richmond Country Club,49.132644,-123.124337,not matched
Ferguson Moving & Storage,49.3028027,-123.030238,not matched
Yoon Clinic,49.2291191,-122.9991509,"partially matched: 57.53, ['Passport Health Travel Clinic', (49.2291279, -122.9991184)]"
Eden Florist,49.278337,-123.127782,"not matched: 40.23, ['Breka Bakery & Café', (49.278414, -123.1278962)]"
Kinara Indian Cuisine,49.2831201858,-123.1356537035,"partially matched: 63.8, ['Kinara', (49.2830915, -123.135633)]"
Magicuts,49.2332908,-123.0903664,"not matched: 33.11, ['Koon Bo Seafood Restaurant', (49.233322, -123.0901205)]"
Nesters Market,49.2778,-122.91007,"not matched: 36.03, ['Simon Fraser University', (49.2776616, -122.909535)]"
Planet Lazer,49.1369976,-123.0646059,not matched
Angel Cafe,49.230222499999996,-123.0908067,"matched: 97.0, ['Angel Cafe', (49.2302467, -123.0909304)]"
BCAA,49.2552014539,-122.9987561703,not matched
Freshslice Pizza,49.2010459,-122.9128265,"matched: 93.7, ['Freshslice Pizza', (49.2010496, -122.9125443)]"
Addis Cafe Ethiopian Restaurant,49.2665422,-123.0698857,"partially matched: 66.21, ['Addis Cafe', (49.266539, -123.0698996)]"
McDonald's,49.3274235,-123.0725559,"matched: 97.0, [""McDonald's"", (49.3273947, -123.072432)]"
Metro Safety Training,49.235584,-122.8718971,not matched
Buy-Low Foods,49.2623441,-123.0971212,"not matched: 29.54, ['Chai69 Café', (49.2624078, -123.0974626)]"
Vancouver Medi Spa,49.2798235,-123.1256773,"not matched: 34.45, ['Wall Centre Dental', (49.2800673, -123.1259111)]"
Jam Cafe on Beatty,49.280155,-123.1095422,"partially matched: 66.78, ['Jam Cafe', (49.2803078, -123.109681)]"
Old Bird Restaurant,49.2498714,-123.100783,"partially matched: 71.33, ['Old Bird', (49.2498744, -123.1007808)]"
Richmond Chrysler Dodge Jeep,49.1744944,-123.079632,not matched
Aperture Coffee Bar,49.2632037459,-123.110469593,"matched: 97.6, ['Aperture Coffee Bar', (49.2632666, -123.1105064)]"
Blenz Coffee,49.2477365,-123.1007838,"not matched: 41.9, ['Aperture Coffee Bar', (49.2484101, -123.1008773)]"
Grandview Tire & Auto Centre,49.2587798,-123.0697282,"not matched: 38.57, ['Gojo Little Africa Cafe', (49.2591437, -123.0694945)]"
DA Top Talent,49.2870896742,-123.1161056098,"not matched: 27.21, ['JJ Bean', (49.2874022, -123.1169095)]"
Sabai Thai Spa,49.3235315175,-123.1016388503,"not matched: 35.45, ['Orto Artisan Pasta', (49.3230668, -123.102002)]"
The Century Plaza Hotel & Spa,49.2809298387,-123.127108049,"not matched: 47.0, ['C Prime Modern Italian Steak & Wine', (49.2808947, -123.1273384)]"
K Cafe,49.2629559,-123.120137,"matched: 98.2, ['K Cafe', (49.262972, -123.1200598)]"
Starbucks,49.22763,-122.84021,"matched: 97.3, ['Starbucks', (49.2276612, -122.8401063)]"
Michaels,49.200241,-122.9769563,not matched
Soly's Pizza,49.2718193,-123.0697761,"matched: 98.5, [""Soly's Pizza"", (49.2718556, -123.069791)]"
Edmonds Batteries,49.2189522,-122.9744354,not matched
Rocanini Coffee Roasters,49.2769145651,-123.1152810622,"partially matched: 62.23, ['Rocanini', (49.2770169, -123.115107)]"
Kintec Footwear and Orthotics,49.2636935,-123.1315827,"not matched: 40.91, ['Royal Seoul House', (49.2636456, -123.1316944)]"
Castella Cheesecake,49.285769,-123.1268987,"matched: 99.1, ['Castella Cheesecake', (49.2857878, -123.126904)]"
Pallet Coffee Roasters,49.2817306,-123.063905,"matched: 98.8, ['Pallet Coffee Roasters', (49.2817332, -123.0638566)]"
The Loft,49.2873368026,-123.1413495867,"not matched: 44.87, ['Bayside Lounge', (49.2872658, -123.141527)]"
JJ Bean Coffee Roasters,49.2862523,-123.1402397,"matched: 91.3, ['JJ Bean Coffee Roasters', (49.2861756, -123.140621)]"
Datang BBQ Express,49.1858714,-123.1339662,not matched
Longtail Kitchen,49.1997723,-122.9124427,"not matched: 33.9, ['The Boathouse', (49.1995895, -122.9125081)]"
Equinox W Georgia St,49.2862122482,-123.1235220538,"not matched: 32.4, ['The Keg Steakhouse + Bar Alberni Street', (49.2861606, -123.124206)]"
Blenz Coffee,49.2868591,-123.1132734,"matched: 97.0, ['Blenz Coffee', (49.2868125, -123.1131691)]"
Tom Sushi,49.2816505,-123.1326617,"matched: 94.9, ['Tom Sushi', (49.2815405, -123.132811)]"
Steveston Village Maternity,49.1253101,-123.1818225,"partially matched: 58.75, ['Steveston Village', (49.1253223, -123.1828673)]"
Beyond Coffee,49.2808837891,-123.1269302368,"matched: 97.9, ['Beyond Coffee', (49.2809406, -123.126909)]"
Domino's Pizza,49.2633620633,-123.134227001,"partially matched: 77.5, [""Domino's"", (49.263365, -123.13429)]"
Lussobaby,49.3236864,-123.1028061,"not matched: 47.86, ['Subway', (49.3239681, -123.102784)]"
Lifetime Eyecare & Contact Lens Centre,49.2138674,-122.921243,"not matched: 39.83, ['Royal Canadian Legion - Branch 2 (New Westminster)', (49.2141826, -122.9213758)]"
Mobil 1 Lube Express,49.191709,-123.0919337,"matched: 99.1, ['Mobil 1 Lube Express', (49.1917106, -123.0919726)]"
Tim Hortons,49.277640419,-123.1272201075,"matched: 98.5, ['Tim Hortons', (49.2776017, -123.1272193)]"
Form Body Lab,49.277143,-123.12026,"not matched: 45.17, ['Shoppers Drug Mart', (49.277078, -123.120121)]"
Trek Bicycle Burnaby,49.2239675134,-122.9866570541,"not matched: 33.59, ['West Coast Wash', (49.2239407, -122.987207)]"
Honolulu Cafe,49.2331555,-123.0345164,"not matched: 43.09, ['Milk & Sugar Cafe', (49.233308, -123.0338835)]"
Rosemary Rocksalt,49.2724431,-123.0695863,"partially matched: 66.92, ['Rosemary Bagels', (49.2723618, -123.0693179)]"
Mr. Hobbs Barber Shop,49.2639354,-123.1388108,"not matched: 42.51, ['Sushi Master', (49.2637559, -123.1390718)]"
A&W,49.2813825,-123.0630548,"not matched: 36.97, ['Yama Cafe', (49.2813234, -123.0632825)]"
Big Feet,49.2136231,-123.1399455,"not matched: 35.47, ['The Meat Up', (49.2132631, -123.1400563)]"
Dachi,49.2813958764,-123.0580024794,"matched: 98.8, ['Dachi', (49.2813917, -123.0579502)]"
Roedde House Museum,49.2869394,-123.1321089,not matched
Bao Bei Chinese Brasserie,49.2796095312,-123.100574596,"not matched: 36.08, ['Gold Stone Bakery & Restaurant', (49.2796207, -123.1011093)]"
Sushi K Kamizato,49.2542237,-122.7832378,not matched
Zinc Hair,49.2569273,-123.1214784,"not matched: 43.51, ['Hachibei', (49.2568861, -123.121518)]"
Blenz Coffee,49.2635292,-123.1501854,"matched: 96.1, ['Blenz Coffee', (49.2636205, -123.1502883)]"
Pho Spot,49.3216893,-123.072136,"not matched: 41.41, ['Poke Bar', (49.3217677, -123.0721213)]"
WOOF Dog Shoppe,49.2708395,-123.1482874,"not matched: 34.57, ['Pane From Heaven', (49.270909, -123.147638)]"
Tractor,49.2806237171,-123.1185959418,"matched: 87.4, ['Tractor', (49.2804382, -123.1181035)]"
Han Ju Tofu Hot Pot,49.2290085,-123.0050498,"not matched: 45.83, ['The Juice Corner', (49.2288936, -123.0050917)]"
Busy Bee Cleaners,49.2710299,-123.0697839,"not matched: 37.86, ['Shoppers Simply Pharmacy', (49.2711259, -123.0697638)]"
Continental Coffee House,49.2472882192,-123.1012818289,"not matched: 42.31, ['The Juice Truck', (49.2472168, -123.1009609)]"
Chung Chun,49.2914730404,-123.1351230294,"matched: 98.2, ['Chung Chun', (49.2914917, -123.1352)]"
Shanghai Fortune Cuisine,49.2290085,-123.0050498,"partially matched: 53.53, ['Shanghai', (49.228604, -123.004979)]"
Mythos Taverna,49.3141857831,-123.0783246614,"not matched: 44.96, ['Metropolitan', (49.3140842, -123.0779699)]"
Teng's Market,49.2389412,-123.0657364,"not matched: 43.82, ['Western Lake', (49.2393603, -123.0655747)]"
Tapatio Mexican Cafe & Bar,49.268204,-123.166196,"not matched: 40.76, ['The Only Cafe', (49.2681226, -123.1656481)]"
Holidayfeet Health Center,49.2903927,-123.1373499,"not matched: 43.67, ['Hui Lau Shan', (49.2904186, -123.1372778)]"
Trocadero Pizza & Steak House,49.262983,-123.0570193,"matched: 96.1, ['Trocadero Pizza & Steak House', (49.2630583, -123.0568905)]"
KFC,49.2434777,-123.0622015,"matched: 99.1, ['KFC', (49.2434728, -123.0621724)]"
M Cafe,49.2783034,-122.8073134,"not matched: 19.56, [""Domino's"", (49.2787084, -122.8066737)]"
Karameller Candy Shop,49.2760868,-123.1192872,"not matched: 41.4, ['Enamel', (49.2761127, -123.1195363)]"
Longwalk Feet,49.28228,-122.8009556,"not matched: 41.63, ['Copa Cafe', (49.2819039, -122.8008628)]"
Pho 99,49.1634239,-122.801387,not matched
Broadway Liquor Store,49.2636835,-123.1300813,"not matched: 36.13, ['Tojos', (49.2636245, -123.1298503)]"
United Optical Dispensary,49.2808916,-123.0105275,"not matched: 36.1, [""Anton's Pasta Bar"", (49.2809073, -123.0098236)]"
Nineteen Ten Home Boutique,49.2460383,-123.101208,"not matched: 42.16, ['The Shameful Tiki Room', (49.2461031, -123.1010442)]"
Uncle Fatih's Pizza,49.2624865,-123.0701321,"matched: 94.9, [""Uncle Fatih's Pizza"", (49.2625428, -123.070343)]"
Bubble World,49.1857462,-122.8004847,"matched: 84.4, ['Bubble World', (49.1857185, -122.7997834)]"
Suzette's Cafe,49.249346,-122.7574423,not matched
Shun Feng Seafood Restaurant,49.179908018,-123.1354522705,"partially matched: 60.79, ['Chef Tony Seafood Restaurant', (49.1805031, -123.1360938)]"
Hiro Japan,49.283048,-123.108273,"partially matched: 62.57, ['Hiro Sushi', (49.2829336, -123.108249)]"
Bai Bua Thai Cuisine,49.2813829,-123.0556302,"not matched: 37.87, ['Sushi Nanaimo', (49.281485, -123.0562148)]"
Sugaring Change,49.2768306151,-122.8398144757,"not matched: 39.95, ['Matsuzushi', (49.2768777, -122.839686)]"
Catfe,49.2799726075,-123.1071531541,"not matched: 45.0, ['Mtt Centre', (49.2802118, -123.1071123)]"
The Pantry Restaurant,49.3127301,-123.0282861,not matched
Pete Shpak - Vancouver Realtor,49.2741786,-123.1242494,"not matched: 36.33, ['Tasty Indian Bistro', (49.274335, -123.1237928)]"
Grand Central Consignment,49.202965,-122.911448,"not matched: 45.69, ['The Stage Musical Theatre Academy', (49.2029964, -122.911444)]"
UBC Farm Market,49.2513102412,-123.2376071328,not matched
T & T Supermarket,49.280194,-123.108434,"not matched: 35.44, ['Charisma', (49.2800164, -123.108755)]"
Denman Shoe Repair,49.2895122,-123.1381989,"partially matched: 50.85, ['Denman Place', (49.2891562, -123.1386153)]"
The Corner Store,49.261859,-123.101286,"not matched: 46.57, ['The Cascade Room', (49.2617166, -123.1007734)]"
Steveston's Nails Salon and Spa,49.126702,-123.182182,"not matched: 46.57, [""Damien's Belgian Waffles"", (49.1266442, -123.1818811)]"
Troller Ale House,49.3743183,-123.2735015,"not matched: 39.36, ['Bay Moorings - Horseshoe Bay', (49.3741471, -123.2730851)]"
Main & Marine Medical Clinic,49.2112097,-123.1013972,"partially matched: 57.51, ['Marks Marine Pharmacy', (49.2111161, -123.101519)]"
Mean Poutine,49.2794438014,-123.1233689189,"matched: 96.7, ['Mean Poutine', (49.2793561, -123.123413)]"
Hastings Veterinary Hospital,49.2814196,-123.0166268,"matched: 98.2, ['Hastings Veterinary Hospital', (49.2813711, -123.01663)]"
Liuyishou Hotpot Burnaby,49.2236549,-122.9838496,"partially matched: 77.97, ['Liuyishou Hotpot', (49.2235225, -122.983696)]"
Indochino,49.229535,-122.999694,"not matched: 24.23, ['Oxford Learning', (49.2289961, -122.9990777)]"
The Wallflower Modern Diner,49.2635552,-123.1007276,"partially matched: 75.51, ['The Wallflower', (49.2635444, -123.1006949)]"
Laserdome Plus,49.30684,-123.0089657,"not matched: 31.9, ['The Crab Shop', (49.3066529, -123.0085425)]"
Booster Juice,49.2846966,-123.1119349,"not matched: 32.77, ['Simon Fraser University - Vancouver Campus', (49.2844778, -123.1123491)]"
PetSmart,49.305925,-123.0377829,not matched
OpenRoad Hyundai Richmond,49.1716017,-123.0774653,not matched
Kabani Auto,49.2031502,-122.9249816,not matched
Skin Technique,49.2764054,-123.1201216,"not matched: 39.22, ['Yaletown Dentistry', (49.2763346, -123.1202702)]"
Super Rooter Plumbing,49.246726,-123.068543,"not matched: 34.15, ['Subway', (49.2468123, -123.0683041)]"
TJ Nails Spa,49.3217529,-123.1001628,not matched
Le Gateau Bakeshop,49.2809914,-123.0292643,"not matched: 15.43, ['Motonobu Udon', (49.2812927, -123.0280561)]"
No5 Orange,49.2829844,-123.0999387,"matched: 85.59, ['No. 5 Orange', (49.2830338, -123.0998209)]"
Vancouver Bullion & Currency Exchange,49.2630153,-123.1384023,"matched: 98.2, ['Vancouver Bullion & Currency Exchange', (49.2630611, -123.1383792)]"
Cozmos Cafe + Bistro,49.2805874196,-122.9648204595,"matched: 97.6, ['Cozmos Cafe + Bistro', (49.2805215, -122.964858)]"
Pacifico Pizzeria & Ristorante,49.2817962247,-123.1239832428,"matched: 98.5, ['Pacifico Pizzeria & Ristorante', (49.2818326, -123.124023)]"
New Westminster Public Library,49.2117283626,-122.9223844503,"not matched: 22.16, ['Hi Dozo Sushi', (49.2121752, -122.9218505)]"
waxmi,49.2411495,-123.1017044,"not matched: 36.58, ['Sushi Hub', (49.2411883, -123.1016542)]"
Style Lab Headquarters,49.2773666,-123.1157099,"not matched: 44.09, ['Global Village English Centers', (49.2773055, -123.116045)]"
Rent A Car Vancouver,49.2877615,-123.1292018,"not matched: 39.42, ['Ramen Danbo', (49.2874551, -123.1289336)]"
