index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,matched,confidence
91,rnmSRZh2rsTA_jfmFJcG-w,Aztec Fusion PDX,1331 N Killingsworth St,Portland,OR,97217,45.562797,-122.680824,5.0,8,1,"{'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'True', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'HappyHour': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'True'}","Restaurants, Mexican, Food Trucks, Food Stands, Korean, Food","{'Monday': '12:0-16:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:45-20:0'}",,
92,X3CQsbSCurLX59xfwYYzbA,Vital Auto Recon,9707 Gray Blvd,Austin,TX,78758,30.3763244,-97.7138194,4.0,8,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Detailing, Automotive, Body Shops","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}","[""name: ('Vital Auto Recon',)"", 'full address: 9703 Gray Blvd, Austin, TX 78758, USA', 'coordinates: (30.3759383, -97.7140486)', 'postal code: 78758', 'state: TX']",80.0
93,kb29Hvku8fFHiuRc7eAwow,Jim Ellis Hyundai - Service Department,5785 Peachtree Industrial Blvd,Atlanta,GA,30341,33.9058415,-84.29316969999999,3.0,26,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair","{'Monday': '0:0-0:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '8:0-16:0'}","[""name: ('Jim Ellis Hyundai Atlanta',)"", 'full address: 5785 Peachtree Blvd, Atlanta, GA 30341, USA', 'coordinates: (33.9058397, -84.2933541)', 'postal code: 30341', 'state: GA']",60.0
94,b93B-ul0M_OWdDtzNMiFlA,Concord - Harvard Vanguard,330 Baker Ave,Concord,MA,01742,42.4606315,-71.3880968,1.5,16,1,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Health & Medical, Medical Centers, Internal Medicine, Doctors, Pediatricians","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:30-14:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}","[""name: ('Harvard Vanguard Medical Associates Concord',)"", 'full address: 330 Baker Ave, Concord, MA 01742, USA', 'coordinates: (42.46059899999999, -71.387974)', 'postal code: 01742', 'state: MA']",80.0
95,C5yz3iHOT3iok3gKa9Asyw,Michaels,"11211 SE 82nd Ave, Ste F",Clackamas,OR,97086,45.441492,-122.579819,3.5,33,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Knitting Supplies, Art Supplies, Hobby Shops, Shopping, Arts & Crafts","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '10:0-19:0', 'Thursday': '17:0-0:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '10:0-19:0'}","[""name: ('Michaels',)"", 'full address: 11211 SE 82nd Ave F, Clackamas, OR 97086, USA', 'coordinates: (45.4417304, -122.5811691)', 'postal code: 97086', 'state: OR']",60.0
96,OKuW9bs7qi7YUsDUD0_P_Q,Jack Brown Cleaners,"8105 Mesa Dr, Ste D",Austin,TX,78759,30.371826,-97.7565769,1.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Sewing & Alterations, Shoe Repair, Laundry Services, Local Services, Dry Cleaning & Laundry","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-15:0'}","[""name: ('Jack Brown Cleaners',)"", 'full address: 8105 Mesa Dr, Austin, TX 78759, USA', 'coordinates: (30.3720317, -97.75671009999999)', 'postal code: 78759', 'state: TX']",60.0
97,utg39F-rUICmZ4ZlwhzhkA,Comella's,211 Lincoln St,Hingham,MA,02043,42.249403,-70.906074,3.0,39,1,"{'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'very_loud'"", 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'full_bar'""}","Restaurants, Italian","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}","['name: (""Comella\'s Restaurants Hingham"",)', 'full address: 211 Lincoln St, Hingham, MA 02043, USA', 'coordinates: (42.2493864, -70.90604499999999)', 'postal code: 02043', 'state: MA']",80.0
98,2ydrRZNaIuR_T6_kliuAFQ,Jim Hoff's Vehicle Locating Service,22611 SW 96th Dr,Tualatin,OR,97062,45.3563418,-122.7759399,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Car Brokers, Car Dealers, Automotive","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}","['name: (""Jim Hoff\'s Vehicle Locating Service"",)', 'full address: 22611 96th Dr, Tualatin, OR 97062, USA', 'coordinates: (45.356342, -122.7759399)', 'postal code: 97062', 'state: OR']",80.0
99,vmStmdG8co8CVTs5hkFKdA,Christine's Day Spa & Electrolysis,1280 Centre St,Newton Centre,MA,02459,42.3296882102,-71.19442054699999,4.5,53,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Hair Removal, Skin Care, Yoga, Beauty & Spas, Laser Hair Removal, Fitness & Instruction, Massage Therapy, Nail Salons, Active Life, Health & Medical, Day Spas","{'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-16:0'}","['name: (""Christine\'s Day Spa & Electrolysis"",)', 'full address: 1280 Centre St #7, Newton Centre, MA 02459, USA', 'coordinates: (42.3296339, -71.1943256)', 'postal code: 02459', 'state: MA']",80.0
100,dOnyUlJibcEjFQo56Bl2YQ,Savi Provisions: Decatur,180 W Ponce De Leon Ave,Decatur,GA,30030,33.7754189,-84.2983246,2.5,14,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Beer, Wine & Spirits, Grocery, Specialty Food, Cheese Shops, Health Markets, Food","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}","[""name: ('Savi Provisions',)"", 'full address: 180 W Ponce de Leon Ave suite a suite a, Decatur, GA 30030, USA', 'coordinates: (33.7752562, -84.2983831)', 'postal code: 30030', 'state: GA']",80.0
101,RlLcnHbmQvlfj39Zklvr9g,Flying Fish Oyster Bar,3004 East Burnside,Portland,OR,97214,45.5226726,-122.6346293,4.5,74,1,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'HappyHour': 'True', 'Smoking': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'""}","Wine Bars, Seafood Markets, Nightlife, Restaurants, Bars, Beer Bar, Specialty Food, Live/Raw Food, Food","{'Monday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}","[""name: ('Flying Fish Company LLC',)"", 'full address: 3004 E Burnside St, Portland, OR 97214, USA', 'coordinates: (45.52274550000001, -122.6347279)', 'postal code: 97214', 'state: OR']",80.0
102,tm_87EH42amE7BuAIN5HOg,Cafe Latino,"9785 S Orange Blossom Trl, Ste A",Orlando,FL,32837,28.4141823173,-81.4041959,4.5,8,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}","Colombian, Latin American, Restaurants","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}","['name: Cafe Latino', 'full address: 9785, Orlando, FL 32837, USA', 'coordinates: (28.4141792, -81.4041969)', 'postal code: 32837', 'state: FL']",80.0
103,BjhHwavANO-ndzgsimv7sA,Sunny's Bookkeeping & Tax Service,"4700 Loyola Ln, Ste 303",Austin,TX,78723,30.3095905,-97.666119,4.0,5,1,{'ByAppointmentOnly': 'True'},"Accountants, Financial Services, Professional Services, Bookkeepers, Tax Services","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-15:0'}",,
104,wzmdaIQ4YmevoNZOZcdqjw,Milwaukie Chiropractic Center,3716 SE International Way,Milwaukie,OR,97222,45.43948,-122.62389,4.5,21,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Sports Medicine, Health & Medical, Doctors, Massage, Beauty & Spas, Massage Therapy, Chiropractors","{'Monday': '8:30-18:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-18:0', 'Saturday': '8:0-13:0'}","[""name: ('Milwaukie Chiropractic Center',)"", 'full address: 3716 SE International Way, Milwaukie, OR 97222, USA', 'coordinates: (45.439322, -122.623901)', 'postal code: 97222', 'state: OR']",80.0
105,DTsdVF3vLW6t-hXcpxKeXg,Eddie Bauer,15813 State Rd 535,Orlando,FL,32821,28.3492617,-81.4888506,4.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Sports Wear, Shopping, Women's Clothing, Active Life, Men's Clothing, Sporting Goods, Fashion","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}","[""name: ('Eddie Bauer Outlet',)"", 'full address: 15813 FL-535, Orlando, FL 32837, USA', 'coordinates: (28.3492829, -81.4887974)', 'postal code: 32837', 'state: FL']",40.0
106,A5LT4gOQtDJn2tmqnVX6sQ,Rosa Perfect Eyebrow,"3053 W Sr 426, Ste 131",Oviedo,FL,32765,28.6195041,-81.2476861,5.0,61,1,"{'BusinessParking': 'None', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True'}","Eyebrow Services, Eyelash Service, Beauty & Spas, Makeup Artists, Threading Services, Hair Removal","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '11:0-18:0'}","[""name: ('Rosa Perfect Eyebrow',)"", 'full address: 3053 W State Rd 426 #131, Oviedo, FL 32765, USA', 'coordinates: (28.6196083, -81.24821349999999)', 'postal code: 32765', 'state: FL']",60.0
107,sPVET-OLOgm5p5PmUpLenw,Subway,14288 SW Allen Blvd,Beaverton,OR,97005,45.4758009392,-122.8238500436,2.0,8,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'HasTV': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'None', 'Caters': 'True'}","Restaurants, Sandwiches, Fast Food","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '9:0-21:0'}","[""name: ('Subway',)"", 'full address: 14288 SW Allen Blvd, Beaverton, OR 97005, USA', 'coordinates: (45.4758009, -122.82385)', 'postal code: 97005', 'state: OR']",80.0
108,JkirKJ8xph9jog2qVlHVPw,Wells Fargo Bank,11212 N I H 35,Austin,TX,78753,30.3764966,-97.6771964,2.5,6,1,,"Banks & Credit Unions, Financial Services","{'Monday': '9:30-16:0', 'Tuesday': '9:30-16:0', 'Wednesday': '9:30-16:0', 'Thursday': '9:30-16:0', 'Friday': '9:30-16:0', 'Saturday': '9:0-12:0'}","['name: Wells Fargo Bank', 'full address: 11212 N I H, 35, Austin, TX 78753, USA', 'coordinates: (30.3764782, -97.67714339999999)', 'postal code: 78753', 'state: TX']",80.0
109,yAG641Rj3DBaY7jzasRQZQ,Winter Garden Dog Grooming,1023 S Dillard St,Winter Garden,FL,34787,28.5519776,-81.5817276,4.0,10,1,,"Pets, Pet Services, Pet Groomers, Pet Stores","{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}","['name: Winter Garden Dog Grooming', 'full address: 1023 S Dillard St, Winter Garden, FL 34787, USA', 'coordinates: (28.5521154, -81.58177979999999)', 'postal code: 34787', 'state: FL']",100.0
110,EZE83wD3-bfCKvvbY020Rw,Uno Pizzeria & Grill,970 Paradise Road,Swampscott,MA,01907,42.4829648,-70.9018753,3.0,94,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, American (Traditional), Pizza, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}","[""name: ('UNO Pizzeria & Grill',)"", 'full address: 970 Paradise Rd, Swampscott, MA 01907, USA', 'coordinates: (42.4829648, -70.9018753)', 'postal code: 01907', 'state: MA']",80.0
111,oGJQ66jtcDoOaAs45Tv5WA,WinCo Foods,905 NE 136th Ave,Vancouver,WA,98684,45.6291672,-122.5317492,4.0,38,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Food, Grocery","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['name: WinCo Foods', 'full address: 905 NE 136th Ave, Vancouver, WA 98684, USA', 'coordinates: (45.629333, -122.531783)', 'postal code: 98684', 'state: WA']",100.0
112,YArn8seLr3LJmGewVH1NyQ,Lolita La Tampiqueña,700 N Cuernavaca Dr,Austin,TX,78733,30.331886,-97.869244,4.5,16,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': 'None'}","Restaurants, Food, Mexican, Food Trucks","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0'}","[""name: ('Lolita la tampiqueña',)"", 'full address: 700 Cuernavaca Dr N, Austin, TX 78733, USA', 'coordinates: (30.3317984, -97.86929119999999)', 'postal code: 78733', 'state: TX']",80.0
113,Lj06Tk4PHdWETOLyeeXUOQ,Nothing Bundt Cakes,170 Needham St,Newton,MA,02461,42.3118555,-71.2127549,4.0,21,1,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Desserts, Cupcakes, Food, Bakeries","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '9:0-15:0'}","[""name: ('Nothing Bundt Cakes',)"", 'full address: 170 Needham St, Newton, MA 02461, USA', 'coordinates: (42.311858, -71.212756)', 'postal code: 02461', 'state: MA']",80.0
114,wd2CSy4j9L15wCXF797CiA,Rouge Ink,"326 W 5th Avenue, Suite 4",Vancouver,BC,V5Y 3P1,49.2665114,-123.1114604,5.0,5,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Makeup Artists, Tattoo, Skin Care, Beauty & Spas","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}",,
115,_DSfX7PdpKvmHSCOEoQoYA,Vulcan Design & Construction,351 Grand Blvd,Vancouver,WA,98661,45.6226808,-122.6424455955,4.5,11,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Contractors, Professional Services, Landscape Architects, Home Services, Masonry/Concrete, Fences & Gates, Architects, Decks & Railing, Patio Coverings","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","[""name: ('Vulcan Design & Construction',)"", 'full address: 351 Grand Blvd, Vancouver, WA 98661, USA', 'coordinates: (45.6226784, -122.6424456)', 'postal code: 98661', 'state: WA']",80.0
116,SDfTxqK-NzR58ohmq-dbOg,Joe's Place Farm,701 NE 112th Ave,Vancouver,WA,98684,45.626433,-122.557213,3.5,27,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsTakeOut': 'False'}","Fruits & Veggies, Home & Garden, Farmers Market, Pumpkin Patches, Shopping, Specialty Food, Food","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",,
117,Oah2_KqTbZt3dhqPYEqbmg,Sport Clips Haircuts of Hazel Dell Vancouver,310 NE 78th St,Vancouver,WA,98665,45.6790855,-122.6683751,3.0,18,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Men's Hair Salons, Hair Salons, Beauty & Spas, Barbers, Kids Hair Salons","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-16:0'}","[""name: ('Sport Clips Haircuts of Hazel Dell Vancouver',)"", 'full address: 310 NE 78th St, Vancouver, WA 98665, USA', 'coordinates: (45.678848, -122.6678071)', 'postal code: 98665', 'state: WA']",80.0
118,VUWBAuur20DOxN2Y8baaBQ,"Leroy Loving, DDS MD",2352 Candler Rd,Decatur,GA,30032,33.721771,-84.2768667,3.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'AcceptsInsurance': 'True'}","Doctors, Health & Medical, Dentists, Cosmetic Surgeons, Cosmetic Dentists, Oral Surgeons","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","[""name: ('Loving Jr Leroy DDS',)"", 'full address: 2352 Candler Rd, Decatur, GA 30032, USA', 'coordinates: (33.7218013, -84.27693599999999)', 'postal code: 30032', 'state: GA']",80.0
119,qrTq-JOGHTGnDjqa5S2vjA,Beautie Addicts ,373 Washington St,Boston,MA,02135,42.3493074,-71.1541234,4.0,8,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Hair Removal, Eyelash Service, Waxing, Beauty & Spas, Permanent Makeup, Eyebrow Services","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '10:0-18:0'}","[""name: ('Beautie Addicts',)"", 'full address: 373 Washington St, Brighton, MA 02135, USA', 'coordinates: (42.3493074, -71.1541234)', 'postal code: 02135', 'state: MA']",80.0
